user_id,movie_id,rating
1,7378,5
1,9837,4
1,8619,7
1,6217,7
1,3185,9
1,4357,5
1,4347,7
1,6378,6
1,1324,6
1,1912,6
1,9163,4
1,3011,6
1,3918,7
1,2936,9
1,3096,9
1,9,10
1,4421,5
1,1895,8
1,2405,7
1,7754,7
1,6111,5
1,338,9
1,6588,5
1,7532,7
1,6464,6
1,911,9
1,5875,8
1,2419,9
1,6508,5
1,7054,6
1,6863,8
1,974,6
1,7419,6
1,1635,6
2,1599,7
2,2855,8
2,8080,6
2,7729,8
2,4032,7
2,1086,8
2,9667,6
2,4713,5
2,5333,8
2,4834,5
2,4181,5
2,5373,7
2,5924,8
2,40,7
2,3878,6
2,1346,6
2,5973,8
2,32,10
2,3588,8
2,8526,7
2,8086,6
2,9921,6
2,6293,7
2,2479,7
2,9190,4
2,5712,7
2,5191,6
3,4459,6
3,6689,5
3,6106,7
3,5948,7
3,5327,5
3,8837,5
3,3127,6
3,6501,5
3,5146,5
3,5544,5
3,4775,6
3,9799,5
3,3471,6
3,1999,8
3,3461,6
3,6085,7
3,3528,7
3,3235,9
3,3863,6
3,6298,7
3,113,8
3,5399,6
3,2675,7
3,5396,5
3,1506,6
3,1898,6
3,1554,9
3,2644,9
3,9140,4
4,8554,7
4,3648,6
4,5680,7
4,3327,8
4,1958,9
4,261,8
4,4626,8
4,2203,9
4,9111,6
4,3233,7
4,3457,6
4,3341,6
4,138,9
4,7911,5
4,1595,8
4,7537,5
4,4656,7
4,7753,8
4,9969,6
4,9586,5
4,4154,8
4,626,8
4,9485,5
4,9328,7
5,714,6
5,9668,6
5,1701,9
5,373,8
5,674,8
5,5715,8
5,1566,8
5,8155,6
5,4436,8
5,9541,5
5,8315,7
5,5734,8
5,7504,8
5,9633,7
5,5222,5
5,157,7
5,416,9
5,6762,8
5,8681,5
5,3046,8
5,8402,5
5,6943,8
5,7035,7
6,8208,8
6,3932,6
6,2191,7
6,1932,9
6,5999,7
6,8494,6
6,8933,6
6,470,9
6,5132,5
6,1786,7
6,2131,7
6,3700,7
6,6516,6
6,5341,8
6,5214,7
6,8530,5
6,3370,8
6,5555,7
6,8046,5
6,3303,6
6,7011,7
6,2549,7
6,659,8
6,1604,9
6,8944,4
6,3253,6
6,9171,6
6,1968,8
6,2674,7
6,676,6
6,9886,5
6,3339,6
6,8665,5
6,3860,7
6,8417,7
6,895,6
6,4285,6
6,9001,7
6,7154,8
6,463,7
7,7423,6
7,3229,6
7,3893,8
7,1613,6
7,9973,4
7,7775,8
7,1640,6
7,3534,7
7,305,8
7,4222,8
7,6458,5
7,7877,7
7,290,9
7,9367,7
7,5461,6
7,7977,8
7,9368,5
7,4249,5
7,7795,6
7,355,8
7,8385,5
7,6911,7
7,8881,6
7,3379,7
7,1218,6
7,5778,6
7,9072,6
7,2130,6
8,4250,8
8,4419,8
8,3375,7
8,3633,7
8,8086,7
8,7897,6
8,270,7
8,859,7
8,3452,7
8,6113,5
8,7598,7
8,1078,6
8,6318,8
8,64,9
8,9204,7
8,3271,6
8,2320,8
8,4955,5
8,7857,6
8,4014,5
8,236,7
8,3987,5
8,8171,5
8,6849,8
8,1647,9
9,4261,8
9,9832,5
9,1054,7
9,3540,7
9,2552,7
9,263,9
9,6325,6
9,2350,8
9,1291,7
9,2433,7
9,2170,8
9,5083,7
9,8432,5
9,4425,6
9,6662,5
9,7741,5
9,4808,7
9,4264,5
9,7405,6
9,8883,5
9,3179,8
9,4585,6
9,5616,6
9,3543,7
9,8501,7
9,1141,7
9,5148,7
9,9705,7
9,4412,5
9,9360,4
9,4216,5
9,3177,9
9,8187,7
9,511,9
10,1563,6
10,993,9
10,5876,7
10,5881,8
10,1033,6
10,4233,8
10,8492,7
10,6292,8
10,8015,5
10,3816,5
10,987,9
10,4778,6
10,3666,6
10,4134,6
10,784,6
10,5588,6
10,4501,8
10,2204,9
10,7380,8
10,5229,8
10,2495,7
10,3271,6
10,9548,5
10,6414,8
10,9636,4
10,8314,7
11,1705,6
11,5608,6
11,8327,7
11,6504,8
11,8140,7
11,8559,5
11,8918,6
11,7416,5
11,5255,5
11,3588,6
11,2494,9
11,9162,4
11,5454,6
11,5510,8
11,6670,6
11,8442,6
11,4156,8
11,9881,6
11,9344,4
11,7602,7
11,2711,7
11,1117,6
11,2759,9
11,6175,6
11,3988,8
11,4389,5
11,7564,5
11,4790,6
11,7964,5
11,5286,7
11,2430,9
12,2006,8
12,7638,6
12,3661,6
12,6394,8
12,3840,7
12,2139,9
12,3584,6
12,2366,7
12,700,9
12,3809,7
12,3413,8
12,5267,5
12,3796,6
12,5442,8
12,957,9
12,5607,5
12,7186,8
12,3294,7
12,570,6
12,4566,8
12,6403,5
12,5582,6
12,10000,7
12,6400,7
12,5944,5
12,6646,6
13,1390,6
13,6733,5
13,5024,6
13,9158,4
13,3550,6
13,9971,6
13,5806,8
13,2919,8
13,3111,8
13,4596,5
13,5259,8
13,5688,5
13,1950,9
13,1679,7
13,2234,6
13,6620,6
13,6318,8
13,3422,8
13,4810,6
13,6826,5
13,138,10
13,9340,5
13,4099,8
13,9903,6
13,5524,5
13,4224,5
13,7370,5
13,3583,6
13,4161,8
13,4992,7
14,5598,6
14,6374,6
14,978,7
14,5588,8
14,7354,8
14,8983,7
14,7174,5
14,3780,8
14,4850,7
14,4247,6
14,2028,6
14,1394,7
14,1851,6
14,8687,7
14,5804,7
14,889,6
14,4479,6
14,6851,6
14,6533,5
14,1722,9
14,9309,7
14,5119,5
14,8063,7
14,6577,7
14,1762,7
15,8873,6
15,4487,5
15,6365,8
15,3995,6
15,8884,6
15,5142,8
15,4078,6
15,9206,6
15,2224,6
15,6429,8
15,2942,9
15,6787,7
15,4211,8
15,8522,6
15,1138,9
15,3532,8
15,8865,7
15,4465,8
15,9777,6
15,9581,7
15,6012,6
15,8369,6
15,3246,7
15,9018,5
15,2209,7
15,7239,6
15,9742,5
15,4515,8
15,4860,7
15,2388,6
15,3720,7
15,3378,8
15,1403,6
15,1151,9
15,5440,6
15,3417,8
15,6842,7
15,3802,7
16,4752,8
16,6222,5
16,5412,7
16,7269,8
16,5349,7
16,3488,8
16,9275,5
16,4508,8
16,7793,7
16,5965,5
16,2753,7
16,1600,7
16,6656,5
16,2434,6
16,752,6
16,5404,6
16,1293,7
16,6805,7
16,5019,8
16,8745,5
16,3423,7
16,4962,5
16,9891,6
16,976,9
16,5444,6
16,7918,5
16,524,9
16,3474,7
16,5866,5
16,6257,7
17,2907,9
17,7225,6
17,7552,5
17,4985,7
17,2562,6
17,6860,5
17,8483,7
17,2454,8
17,1876,7
17,1804,7
17,9532,6
17,4485,6
17,5304,6
17,5312,6
17,5786,5
17,2579,7
17,3483,6
17,7053,8
17,3623,8
17,3928,6
17,4574,6
17,717,6
17,7976,8
17,6775,7
17,9233,4
17,6525,5
17,6169,6
17,7449,6
18,2535,9
18,7389,7
18,3065,6
18,197,10
18,7442,7
18,9981,5
18,4807,5
18,7756,8
18,5331,8
18,4411,6
18,3907,5
18,8269,8
18,7708,7
18,8473,5
18,7686,8
18,6147,5
18,5945,6
18,2602,9
18,8837,4
18,9484,7
18,5254,6
18,1131,9
18,2294,9
18,785,9
18,9262,4
19,2700,9
19,845,6
19,4370,7
19,5786,5
19,682,9
19,1409,9
19,2432,7
19,9302,6
19,2082,9
19,1002,9
19,768,8
19,4426,8
19,4064,5
19,8862,4
19,2573,9
19,1639,6
19,4003,8
19,3038,6
19,2408,7
19,7792,6
20,9844,7
20,7853,8
20,5363,8
20,192,7
20,4005,7
20,4060,7
20,5319,6
20,9628,4
20,6756,6
20,7440,5
20,5322,8
20,2303,9
20,6457,5
20,8781,5
20,6796,8
20,2421,9
20,2734,9
20,6301,5
20,1340,9
20,3169,8
20,4253,5
21,8991,4
21,9227,4
21,1514,9
21,9255,7
21,7921,5
21,3271,9
21,5958,5
21,6086,7
21,2763,7
21,6351,5
21,1055,9
21,5373,7
21,1962,6
